1108	corp>	17.67267674396099
1	export	35.71754449470509
514	trust	23.86714326160873
1029	crude	33.66948426164965
1030	total	34.0054914853362
7	trade	54.0373295111117
1364	note:	73.44517941650683
9	japan	34.2885408248407
10	ha	61.81439715236385
11	rais	55.83513633300825
526	subsidiari	32.539542057167615
15	nation	39.04818035478663
17	could	17.83959951057711
530	financ	19.93189348906758
887	buy	45.55219231313401
22	offici	46.99130163347759
23	said	114.72507781323326
24	told	23.062771298127764
2074	discount	17.927353580584988
27	capit	23.745334320177804
1565	system	41.417573061597075
1567	amount	17.74943989262852
544	make	26.76139988685741
35	american	38.681649554322775
36	import	26.140312571484536
37	product	46.85098647947855
39	would	45.04716486399995
5525	cyclop	17.96146162341012
554	ad	18.88410554648552
44	loss	258.83578104172943
45	gain	47.99055795739552
2606	dec	22.721878157630798
47	mln	265.91115489374545
48	dlr	175.34987984033938
776	currenc	22.175069076020044
1586	prefer	20.038789460399627
1272	inc>	32.258625555779034
2612	petroleum	19.971236500433058
53	april	105.15550998621018
521	five	41.01608153724958
1593	bancorp	19.75502917108768
59	sell	41.059231384657956
573	energi	20.974654344693462
62	market	46.65086634032105
63	cost	20.636773947604585
65	estim	22.30580897397201
68	billion	142.64495847442808
1093	repurchas	17.856968881857856
70	major	22.12276129098079
71	firm	26.870696516261404
585	accord	17.5785046135453
75	new	46.90268118259855
76	tax	38.898395138588654
589	june	36.932081680259046
1605	deposit	23.213828146271787
79	busi	33.3675566199637
80	spokesman	24.87327262709479
593	vote	19.68487629656831
594	rise	44.704912773467356
83	industri	54.46957807238684
84	ltd	42.46387122657345
597	period	32.798253928985325
600	growth	21.0140916179873
601	rate	71.95838371620451
91	month	39.17674198277249
93	complet	41.46826466727862
95	subject	17.23157474351501
99	stock	79.54198824435754
101	offic	18.304221341885114
614	issu	24.293591947931255
958	earn	38.94630402683802
616	sharehold	39.75798946393126
106	also	31.30468836834678
1639	custom	17.819426733402413
620	gener	28.28371344069428
622	dividend	87.74418201692319
623	declar	29.42390257829493
856	declin	18.6064484915975
625	plc	18.77316172306685
626	stake	41.36748258107686
2164	coffe	24.55951897813402
117	name	26.171956548047824
89	time	17.391418838112834
119	last	37.23695353018897
120	year	99.66369002423818
121	pct	140.77661672646622
634	stg	51.179264222406125
635	shr	242.4193457195864
636	div	101.89894791173275
125	exchang	37.469780085013895
638	compani	82.64975306977642
1663	adjust	28.38730863552711
640	servic	30.4890979193148
704	seek	18.55652304126659
645	extraordinari	20.61807304998258
647	credit	34.819300137617105
649	sold	22.67171229446084
908	offer	62.1408390951137
791	nil	31.58316768847565
857	averag	20.438804298222465
1201	higher	17.13206638301318
656	acquisit	49.14253592121561
145	south	18.22685127601349
658	ltd>	28.653137768208662
659	report	38.670675462111134
148	associ	23.957144164083072
661	price	65.78821456438651
662	resourc	23.26669844538718
665	german	19.846767092488257
618	approv	35.8935392947153
1691	sign	17.81797820182348
157	produc	23.664725279474936
670	west	25.505392138135708
159	countri	19.194666613146254
161	sale	100.47948081002407
1698	baker	20.888836584836948
3453	gencorp	18.26706468757476
166	manufactur	18.91208116018739
167	share	117.13245001337182
1704	suppli	21.135719858710015
1820	post	24.689556697777867
682	mark	24.67439867376699
1195	french	17.833235316626947
1138	split	50.74926917511222
1143	investor	21.655788430195805
687	data	20.083117919451645
688	februari	55.558213657744034
177	feder	33.42546658096759
1203	insur	24.246172263889285
