1	export	126.39803466578105
1040	stake	70.19951031018466
8	trade	168.60746025994192
940	base	47.50057201425621
10	and	68.84580582634321
11	japan	82.50912341830337
12	rais	93.59044179647793
1037	declar	37.88372054828646
16	nation	88.03377643032786
18	could	59.63484980670064
1795	payment	33.13625866402321
532	made	52.12337311095608
21	econom	41.20758293899578
534	current	97.14690670713163
857	averag	40.55246084043089
24	offici	107.82923173149238
25	said	1210.3360876796046
538	system	79.02250410998693
27	told	79.35323001098192
858	six	114.05503434215224
30	capit	43.24328902373607
31	move	34.11446248072812
2080	save	39.707705110432116
1057	extraordinari	32.21667254921765
1627	previou	34.18727237307931
548	januari	74.88013544017484
549	contract	31.35360355154326
38	american	63.527037950743875
39	import	72.69422318845288
41	but	42.41965715592383
555	board	85.23756929684332
1280	full	45.56862921747143
48	loss	409.9708463370612
49	gain	99.26332663813346
50	the	595.9438111083161
52	mln	1198.4961452588657
53	dlr	737.4331924331906
55	japanes	34.91252167847143
58	april	239.60720620412857
1595	revenu	33.43337504085668
1085	adjust	46.685893076828926
1086	currenc	43.927322818392675
1599	exclud	53.700863716826824
64	sell	86.13763434420557
66	world	51.81282026206525
67	market	177.94691695918678
68	cost	41.968655305244184
70	estim	59.544516570418125
2031	feb	64.76119562553752
73	billion	302.13170835882505
75	major	59.431197372267576
76	firm	54.442526135482304
79	product	121.90459279699905
81	new	153.83039648526818
1106	debt	35.6732202995662
595	report	124.17279260554105
596	amount	38.936986949559795
86	spokesman	59.860764461297784
599	nine	150.7882918834814
89	industri	130.7689264673214
90	ltd	83.91473344454006
91	remain	43.71557955285103
605	approv	61.72507410432204
606	for	92.30102077569269
607	wheat	57.408730316367844
96	month	112.83455762132736
609	agricultur	47.644970809970225
98	complet	72.9171614690129
894	oper	201.10910056970587
100	subject	31.26764291869172
1125	canadian	40.77416521455552
3345	petroleum	34.774664553157706
104	stock	211.83903877394874
617	mine	40.449149978564456
618	gold	35.70828885044084
619	corp	360.8948469235122
620	hold	65.41769629861992
1419	investor	32.580370005178175
111	also	127.09868293792421
2672	discontinu	30.983541544924098
1137	inc	450.51643903473155
1651	hous	36.27803415130654
628	own	45.10276375793263
105	analyst	31.78708981620187
632	unit	152.42798041574758
122	surplu	32.03596103865423
123	last	159.10267041249162
124	year	488.49929831802655
125	pct	508.7673260236087
126	help	31.767012515191386
128	foreign	59.64493099343375
129	exchang	93.67969663920469
130	reserv	69.48448916945722
131	dlrs	191.83099803150006
1046	stg	74.59790499481089
646	annual	46.87434558266371
135	open	37.13695692623856
139	cut	65.41217880472736
653	merger	54.67453202761096
656	profit	274.1383037623251
1048	div	154.68388895424522
1825	split	62.03524409554316
148	chairman	39.90667762303279
2299	payout	57.985889999652684
152	south	34.285478708641186
155	associ	38.21460916301716
669	presid	41.561581465581106
1185	west	51.60102880627704
674	well	31.935485205916724
539	four	75.50243765109245
164	produc	55.68439452890304
166	countri	38.04745220090345
168	sale	275.59471812100855
2247	jan	70.05722234574732
1394	cash	69.84609940766711
175	share	344.1021836568599
1200	februari	88.35502511149265
1993	qtli	129.1584167452285
186	feder	66.64174580648505
1211	seek	34.36874440397858
700	agre	72.93824163298554
191	one	183.68114239526452
192	day	45.411235723981
705	secur	68.76172464185292
1219	previous	37.641308291639284
1220	given	31.154198557027758
1365	shares	51.170957212690745
801	next	36.54042292083504
201	account	42.692990800947626
1899	quarterli	60.8931155270312
1882	higher	41.46426329070624
205	govern	66.87092075594735
1742	bought	40.42315055151755
208	talk	42.4412835795009
209	interest	89.81877311409754
